Stations_ID;Von_Datum;Bis_Datum;Stationshoehe;geoBreite;geoLaenge;Stationsname;Bundesland
05049; 19570101; 20050228;            846;     47.8991;    8.1460; Titisee-Neustadt-Titisee              ;Baden-Württemberg
05059; 19821001; 20021231;            781;     47.7279;    7.9988; Todtmoos                              ;Baden-Württemberg
05063; 19360101; 20070531;            724;     47.7566;   11.5819; Tölz, Bad                             ;Bayern
05064; 20041201; 20111231;             37;     51.2897;    6.4437; Tönisvorst                            ;Nordrhein-Westfalen
05067; 19450101; 19660930;            491;     51.7643;    9.5628; Torfhaus im Solling                   ;Niedersachsen
05068; 19360101; 19770430;             80;     51.5833;   13.0000; Torgau                                ;Sachsen
05074; 19490101; 19601231;            626;     47.8663;   12.6566; Traunstein-Sparz                      ;Bayern
05075; 19711001; 20040630;            635;     47.8516;   12.6182; Traunstein-Axdorf                     ;Bayern
05078; 19470101; 20010930;              2;     53.9619;   10.8892; Travemünde                            ;Schleswig-Holstein
05088; 19910101; 20001231;              3;     54.5337;   13.2460; Trent                                 ;Mecklenburg-Vorpommern
05094; 19490101; 20011231;            683;     48.1316;    8.2283; Triberg                               ;Baden-Württemberg
05095; 19750701; 19880630;            700;     48.1288;    8.2330; Triberg (Kurpark)                     ;Baden-Württemberg
05097; 19910101; 20111231;             10;     54.0654;   12.7655; Tribsees                              ;Mecklenburg-Vorpommern
05099; 19350101; 19990131;            132;     49.7326;    6.6131; Trier-Zewen                           ;Rheinland-Pfalz
05100; 19510101; 20151108;            261;     49.7479;    6.6583; Trier-Petrisberg                      ;Rheinland-Pfalz
05105; 19510101; 19730228;            700;     48.3132;    9.2472; Trochtelfingen                        ;Baden-Württemberg
05107; 19880601; 20031231;            769;     48.2814;    9.3137; Trochtelfingen-Wilsingen              ;Baden-Württemberg
05111; 19490101; 20111231;            560;     48.0311;   12.5396; Trostberg                             ;Bayern
05120; 19510101; 19820430;            370;     48.5198;    9.0515; Tübingen                              ;Baden-Württemberg
05127; 19910201; 20031231;            649;     48.0083;    8.8179; Tuttlingen                            ;Baden-Württemberg
05128; 19810601; 19901231;            668;     47.9682;    8.7899; Tuttlingen-Möhringen-Vorstadt         ;Baden-Württemberg
05133; 19980601; 20111231;            295;     51.3344;    8.9132; Twistetal-Mühlhausen                  ;Hessen
05138; 19490101; 20031231;            446;     47.7713;    9.1562; Überlingen/Bodensee                   ;Baden-Württemberg
05142; 19360901; 20040729;              1;     53.7445;   14.0698; Ueckermünde                           ;Mecklenburg-Vorpommern
05146; 19580101; 20111231;             50;     52.9414;   10.5289; Uelzen                                ;Niedersachsen
05149; 19510301; 20111231;            318;     49.5679;   10.1969; Gollhofen                             ;Bayern
05155; 19450101; 20040826;            567;     48.3837;    9.9524; Ulm                                   ;Baden-Württemberg
05158; 19911117; 19970602;            159;     52.1601;   11.1759; Ummendorf                             ;Sachsen-Anhalt
05165; 19480201; 20061231;             95;     52.8499;   10.2898; Unterlüß                              ;Niedersachsen
05174; 19750101; 20051231;            471;     48.4951;    9.4003; Urach, Bad                            ;Baden-Württemberg
05185; 19711101; 20061231;            291;     49.5933;   11.0704; Uttenreuth                            ;Bayern
05229; 19490101; 20111231;            719;     48.0453;    8.4608; Villingen-Schwenningen                ;Baden-Württemberg
05236; 19590101; 19791231;             51;     52.8318;    8.3112; Visbek                                ;Niedersachsen
05244; 19610101; 19820228;            220;     49.2581;    6.8612; Völklingen-Stadt                      ;Saarland
05245; 19780101; 19990831;            187;     49.2495;    6.8804; Völklingen (Kraftwerk-Fenne)          ;Saarland
05250; 19490101; 20031231;            223;     48.0908;    7.6353; Vogtsburg-Oberrotweil                 ;Baden-Württemberg
05252; 19470101; 19571231;            100;     52.1030;    9.5845; Voldagsen                             ;Niedersachsen
05275; 19851001; 20111231;            105;     49.2445;    8.5374; Waghäusel-Kirrlach                    ;Baden-Württemberg
05279; 19510101; 20111231;            176;     51.6194;    9.5749; Wesertal-Lippoldsberg                 ;Hessen
05280; 19810401; 20111231;             35;     53.9224;   10.2267; Wittenborn                            ;Schleswig-Holstein
05282; 19170101; 19740630;            246;     51.1197;   13.6744; Wahnsdorf bei Dresden                 ;Sachsen
05284; 19780101; 19911231;            224;     48.8279;    9.3228; Waiblingen                            ;Baden-Württemberg
05289; 19830101; 20080430;            595;     48.4918;    8.5612; Waldachtal-Lützenhardt                ;Baden-Württemberg
05291; 19490101; 19611231;           1005;     47.9760;    8.1558; Waldau-Jostal                         ;Baden-Württemberg
05296; 19490101; 19890430;            376;     51.2070;    9.0658; Waldeck                               ;Hessen
05300; 19510101; 20111231;            380;     50.2596;    8.3607; Waldems-Reinborn                      ;Hessen
05306; 19711201; 20031231;            940;     48.9293;   13.4641; Waldhäuser (National Park)            ;Bayern
05317; 19490101; 19571231;            509;     50.0097;   12.2979; Waldsassen                            ;Bayern
05320; 19530101; 19910630;            330;     47.6172;    8.2388; Waldshut                              ;Baden-Württemberg
05335; 19450101; 20111231;            352;     50.8963;   10.5483; Waltershausen                         ;Thüringen
05344; 19500101; 20061231;              2;     53.7865;    7.9096; Wangerooge                            ;Niedersachsen
05349; 18890701; 19771231;             73;     53.5196;   12.6654; Waren (Müritz)                        ;Mecklenburg-Vorpommern
05361; 19490101; 20051231;            270;     50.6271;    9.4420; Wartenberg-Angersbach                 ;Hessen
05369; 19490101; 19931231;            443;     48.0572;   12.2202; Wasserburg                            ;Bayern
05371; 19490101; 20191220;            920;     50.4973;    9.9427; Wasserkuppe                           ;Hessen
05377; 19490101; 19530930;           1923;     47.5714;   12.9337; Watzmannhaus                          ;Bayern
05397; 19490101; 20091031;            440;     49.6662;   12.1844; Weiden                                ;Bayern
05398; 19490101; 19710630;            425;     49.1965;   10.6487; Weidenbach, Kr.Ansbach                ;Bayern
05403; 19911101; 20041231;            309;     49.5900;   10.2588; Weigenheim-Reusch                     ;Bayern
05404; 19360701; 19960229;            477;     48.4024;   11.6946; Weihenstephan-Dürnast                 ;Bayern
05410; 19490101; 19930630;            150;     50.4732;    8.2588; Weilburg (Kläranlage)                 ;Hessen
05419; 19720101; 20010331;            264;     50.9751;   11.3076; Weimar                                ;Thüringen
05424; 19490301; 20111231;            328;     51.0177;   11.3544; Weimar-Schöndorf                      ;Thüringen
05426; 19530101; 20071031;            553;     49.3758;    8.1212; Weinbiet                              ;Rheinland-Pfalz
05429; 19530101; 19840630;            219;     49.1512;    9.2920; Weinsberg                             ;Baden-Württemberg
05431; 19510101; 19760930;             24;     53.0333;   11.8000; Weisen bei Wittenberge                ;Sachsen-Anhalt
05433; 19570101; 20111231;            380;     49.5534;    6.8120; Weiskirchen/Saar                      ;Saarland
05434; 19510101; 19920531;            317;     50.0858;   11.2364; Weismain                              ;Bayern
05435; 19810101; 20031231;            455;     48.8457;    8.9073; Weissach                              ;Baden-Württemberg
05440; 18790101; 20131231;            439;     49.0115;   10.9308; Weißenburg-Emetzheim                  ;Bayern
05442; 19490401; 20051231;            109;     51.2002;   11.9154; Weißenfels                            ;Sachsen-Anhalt
05445; 19910101; 20071231;            165;     51.2120;   10.9956; Weißensee-Ottenhausen                 ;Thüringen
05453; 19920601; 20031231;            174;     48.1880;    7.6976; Weisweil-Waldeckhof                   ;Baden-Württemberg
05460; 19781201; 19840731;            655;     48.1477;    8.6954; Wellendingen                          ;Baden-Württemberg
05463; 19941201; 20000131;             58;     52.0654;   14.6898; Wellmitz                              ;Brandenburg
05467; 19510101; 20120920;           1832;     47.7035;   12.0119; Wendelstein                           ;Bayern
05488; 19490101; 19860331;            216;     49.9622;   10.0482; Mühlhausen, Kr. Schweinfurt           ;Bayern
05490; 19510101; 20000630;            233;     51.8454;   10.7686; Wernigerode                           ;Sachsen-Anhalt
05498; 18681020; 20041130;            140;     49.7667;    9.5428; Wertheim-Eichel                       ;Baden-Württemberg
05514; 19470101; 19611231;              3;     54.8990;    8.3117; Westerland                            ;Schleswig-Holstein
05516; 19480101; 20150215;              3;     54.5283;   11.0606; Fehmarn                               ;Schleswig-Holstein
05533; 19901201; 20031231;            351;     51.6170;   10.5843; Wieda                                 ;Niedersachsen
05538; 19990201; 20111230;            551;     47.8827;   11.1576; Wielenbach (Demollstr.)               ;Bayern
05540; 19490101; 20120630;            132;     50.0652;    8.2597; Wiesbaden (Süd)                       ;Hessen
05541; 19870601; 20111231;            263;     50.1321;    8.3169; Wiesbaden-Auringen                    ;Hessen
05543; 19600101; 19860731;            235;     50.0863;    8.1872; Wiesbaden-Dotzheim                    ;Hessen
05546; 19670401; 20141231;            187;     52.1206;   12.4586; Wiesenburg                            ;Brandenburg
05559; 19530101; 20010630;            383;     48.7848;    8.5764; Wildbad, Bad-Calmbach                 ;Baden-Württemberg
05560; 19510101; 20031130;            740;     48.7501;    8.5365; Wildbad, Bad-Sommerberg               ;Baden-Württemberg
05562; 19950401; 20111231;            571;     48.6516;    8.6801; Neubulach-Oberhaugstett               ;Baden-Württemberg
05568; 19490101; 20010331;            310;     51.1056;    9.1081; Wildungen, Bad                        ;Hessen
05575; 19160101; 19980630;              1;     53.5901;    8.1060; Wilhelmshaven                         ;Niedersachsen
05582; 19490101; 20051231;            580;     51.2940;    8.6026; Willingen/Upland                      ;Hessen
05583; 19830801; 20060131;            594;     51.2818;    8.6673; Willingen/Upland-Usseln               ;Hessen
05609; 19940801; 20020331;            241;     48.8031;    9.4699; Winterbach, Rems-Murr-Kreis           ;Baden-Württemberg
05610; 19580101; 20081231;            733;     51.1872;    8.5079; Winterberg                            ;Nordrhein-Westfalen
05624; 19470101; 19501231;             17;     53.9026;   11.4254; Wismar                                ;Mecklenburg-Vorpommern
05629; 19370101; 20050930;            105;     51.8891;   12.6446; Wittenberg                            ;Sachsen-Anhalt
05643; 19940301; 20111231;             68;     53.1864;   12.4949; Wittstock-Rote Mühle                  ;Brandenburg
05644; 19490101; 19990831;            133;     51.3493;    9.8438; Witzenhausen                          ;Hessen
05654; 19480701; 20071231;            464;     49.2178;   10.2296; Wörnitz-Bottenweiler                  ;Bayern
05664; 19580101; 20111231;            296;     48.2953;    8.2391; Wolfach                               ;Baden-Württemberg
05665; 19791001; 20041231;            677;     47.8180;    9.7970; Wolfegg                               ;Baden-Württemberg
05675; 19610101; 19810331;             56;     52.4411;   10.7587; Wolfsburg                             ;Niedersachsen
05676; 19810401; 20111231;             82;     52.3962;   10.6892; Wolfsburg (Südwest)                   ;Niedersachsen
05681; 19810901; 19981231;            200;     49.5811;    7.6234; Wolfstein/Pfalz                       ;Rheinland-Pfalz
05692; 19510101; 20111231;             88;     49.6051;    8.3659; Worms                                 ;Rheinland-Pfalz
05703; 19510101; 19860131;            170;     49.7964;    9.8949; Würzburg/Main                         ;Bayern
05705; 19490101; 20151031;            268;     49.7704;    9.9576; Würzburg                              ;Bayern
05707; 19490101; 19530131;            175;     49.7995;    9.9280; Würzburg (Physikalisches-Institut)    ;Bayern
05717; 19480101; 20111231;            134;     51.2256;    7.1052; Wuppertal-Buchenhofen                 ;Nordrhein-Westfalen
05719; 20041001; 20091103;            235;     51.2051;    7.2000; Remscheid                             ;Nordrhein-Westfalen
05731; 19610101; 20111231;            395;     47.6783;    8.3801; Wutöschingen-Ofteringen               ;Baden-Württemberg
05732; 19350101; 20030630;              8;     54.6928;    8.5271; Wrixum/Föhr                           ;Schleswig-Holstein
05745; 19510101; 20111231;             51;     52.9663;   13.3268; Zehdenick                             ;Brandenburg
05750; 19520901; 20111231;            264;     51.0314;   12.1495; Zeitz                                 ;Sachsen-Anhalt
05761; 19031101; 19801231;             69;     51.9642;   12.0996; Zerbst                                ;Sachsen-Anhalt
05778; 19910101; 20040731;              2;     54.0801;   13.8989; Zinnowitz                             ;Mecklenburg-Vorpommern
05779; 19710101; 20160131;            877;     50.7313;   13.7516; Zinnwald-Georgenfeld                  ;Sachsen
05781; 19390301; 19430831;            235;     50.8849;   14.8112; Zittau                                ;Sachsen
05792; 19000801; 20180531;           2965;     47.4210;   10.9848; Zugspitze                             ;Bayern
05797; 18631204; 20111231;            349;     50.6879;   12.4329; Lichtentanne                          ;Sachsen
05802; 19490101; 20030930;            615;     49.0007;   13.2137; Zwieselberg                           ;Bayern
05821; 19610101; 19761231;             36;     52.8482;    8.7190; Bassum (A)                            ;Niedersachsen
05822; 19751001; 20111231;             42;     52.8630;    8.6989; Bassum                                ;Niedersachsen
05825; 19530701; 20111231;             40;     52.6198;   12.7867; Berge                                 ;Brandenburg
05832; 19480101; 19541130;             50;     53.1007;   11.0455; Dannenberg                            ;Niedersachsen
05839; 19970701; 20111231;             -0;     53.3881;    7.2287; Emden                                 ;Niedersachsen
05840; 19740601; 20050331;            600;     48.6671;    8.4700; Enzklösterle                          ;Baden-Württemberg
05856; 19970103; 20140822;            476;     48.5451;   13.3532; Fürstenzell                           ;Bayern
05871; 19981101; 20160930;            497;     49.9463;    7.2645; Hahn                                  ;Rheinland-Pfalz
05885; 19510101; 19770531;            289;     48.6582;    9.4203; Kirchheim/Teck-Ötlingen               ;Baden-Württemberg
05890; 19510101; 19910731;            850;     47.6777;   11.0473; Kohlgrub, Bad (A)                     ;Bayern
05898; 19490301; 19840630;            287;     48.8943;    9.2058; Ludwigsburg                           ;Baden-Württemberg
05904; 19780501; 20050131;            431;     48.6493;   11.7772; Mainburg                              ;Bayern
05906; 19490101; 20110101;             98;     49.5063;    8.5584; Mannheim                              ;Baden-Württemberg
05912; 19500101; 20031231;            169;     51.0988;    9.5380; Malsfeld                              ;Hessen
05920; 19510101; 19970731;             91;     50.4485;    7.4275; Neuwied                               ;Rheinland-Pfalz
05930; 20000601; 20000630;              1;     54.6410;   10.0238; Schönhagen (Ostseebad)                ;Schleswig-Holstein
05941; 19490101; 20111231;            686;     47.6754;   12.4698; Reit im Winkl                         ;Bayern
05971; 19510101; 19630228;            510;     48.8787;    9.6342; Welzheim (A)                          ;Baden-Württemberg
06086; 19971101; 20000630;             71;     52.7786;   13.7590; Melchow-Schönholz                     ;Brandenburg
06093; 19980201; 20111231;             62;     53.2139;   10.4704; Wendisch Evern                        ;Niedersachsen
06095; 19980501; 19990930;            273;     51.0838;   13.4486; Taubenheim-Seeligstadt                ;Sachsen
06105; 19980601; 20111231;             14;     54.3194;    9.8051; Ostenfeld (Rendsburg)                 ;Schleswig-Holstein
06109; 19981001; 20111231;             52;     53.3837;   14.3728; Grambow-Schwennenz                    ;Mecklenburg-Vorpommern
06110; 19980901; 20040831;             11;     53.8545;   13.4949; Medow-Wussentin                       ;Mecklenburg-Vorpommern
06112; 19981001; 20000131;              2;     54.2670;   13.1430; Stralsund-Devin                       ;Mecklenburg-Vorpommern
06129; 19990501; 20111231;            291;     51.0594;   14.4266; Sohland/Spree                         ;Sachsen
06157; 19990201; 20111231;              4;     53.6411;    8.0809; Wangerland-Hooksiel                   ;Niedersachsen
06158; 19990701; 20111231;            454;     49.2249;   10.6085; Weidenbach-Weiherschneidbach          ;Bayern
06159; 19590301; 20111231;              8;     52.9542;    7.3197; Dörpen                                ;Niedersachsen
06170; 20000201; 20111231;             39;     52.0192;   14.7254; Coschen                               ;Brandenburg
06182; 20000401; 20111231;            404;     48.7757;   12.1743; Mallersdorf-Pfaffenberg               ;Bayern
06186; 20000401; 20111231;            268;     50.1989;    7.8651; Nastätten                             ;Rheinland-Pfalz
06196; 20000901; 20011130;            611;     50.1587;   12.0386; Selb-Spielberg                        ;Bayern
06199; 20000801; 20111231;             17;     54.2484;   13.0419; Steinhagen-Negast                     ;Mecklenburg-Vorpommern
06217; 20010401; 20111231;            190;     49.2406;    6.9351; Saarbrücken-Burbach                   ;Saarland
06219; 20010701; 20011031;            394;     48.8768;   11.1043; Dollnstein-Breitenfurt                ;Bayern
06258; 20030105; 20111231;            461;     47.6845;    9.4409; Friedrichshafen-Unterraderach         ;Baden-Württemberg
06259; 20040601; 20111231;            524;     49.0210;    9.6033; Großerlach-Mannenweiler               ;Baden-Württemberg
06260; 20021201; 20111231;            385;     49.3328;    9.7040; Ingelfingen-Stachenhausen             ;Baden-Württemberg
06262; 20021101; 20111231;            412;     48.7695;    9.8737; Schwäbisch Gmünd-Weiler               ;Baden-Württemberg
06263; 20040701; 20111231;            445;     47.7738;    8.8219; Singen                                ;Baden-Württemberg
06264; 20040601; 20111231;            457;     51.4140;    8.6500; Brilon-Thülen                         ;Nordrhein-Westfalen
06265; 20040501; 20111231;             36;     52.3613;   12.3867; Wusterwitz                            ;Brandenburg
06266; 20040901; 20111231;            112;     52.0304;   10.9626; Huy-Pabstorf                          ;Sachsen-Anhalt
06272; 20041001; 20111231;            283;     50.8426;   10.2518; Salzungen, Bad-Gräfen-Nitzendorf      ;Thüringen
06273; 20040601; 20111231;             36;     52.5075;   11.8551; Demker                                ;Sachsen-Anhalt
06275; 20040701; 20111231;            327;     48.6705;    9.4627; Notzingen                             ;Baden-Württemberg
06304; 20021001; 20061231;            550;     49.3533;   11.5053; Pilsach-Litzlohe                      ;Bayern
06305; 20041201; 20111231;            193;     51.2061;   10.4978; Mühlhausen/Thüringen-Görmar           ;Thüringen
06310; 20040801; 20111231;              1;     54.1049;   13.8239; Karlshagen                            ;Mecklenburg-Vorpommern
06312; 20041101; 20111231;            362;     49.5314;   10.6418; Markt Erlbach-Mosbach                 ;Bayern
06314; 19490301; 20111231;            306;     51.0507;   13.3003; Nossen                                ;Sachsen
06336; 20051101; 20111231;            288;     50.0132;    9.6540; Lohr/Main-Halsbach                    ;Bayern
06337; 20040801; 20111231;             59;     51.7663;    7.5194; Lüdinghausen-Brochtrup                ;Nordrhein-Westfalen
06344; 20041201; 20111231;            168;     50.3940;    8.1423; Runkel-Ennerich                       ;Hessen
06346; 20050201; 20111231;            531;     48.2070;   11.2035; Maisach-Galgen                        ;Bayern
06347; 20050301; 20111231;            305;     50.0579;   10.2972; Schonungen-Mainberg                   ;Bayern
07075; 20050201; 20111231;            429;     48.7020;   11.8493; Elsendorf-Horneck                     ;Bayern
07099; 20041101; 20111231;            187;     52.0111;   10.3966; Liebenburg-Othfresen                  ;Niedersachsen
07105; 20050601; 20111231;            719;     47.8350;   12.6548; Siegsdorf-Höll                        ;Bayern
07106; 20060901; 20110906;            105;     52.0714;    8.4565; Bielefeld-Deppendorf                  ;Nordrhein-Westfalen
07135; 19510101; 20041231;            565;     47.9655;    9.6804; Aulendorf-Haslach                     ;Baden-Württemberg
07187; 20041201; 20111231;            194;     49.7636;    9.4063; Freudenberg/Main-Boxtal               ;Baden-Württemberg
07244; 19670101; 20040930;             62;     53.1424;   13.0319; Neuglobsow (HM)                       ;Brandenburg
07298; 20050701; 20111231;              5;     54.5268;    9.0425; Hattstedt                             ;Schleswig-Holstein
07319; 20050301; 20111231;            435;     48.7374;   10.7393; Donauwörth-Osterweiler                ;Bayern
07321; 20050901; 20111231;            160;     51.1507;   11.3321; Olbersleben                           ;Thüringen
07329; 20051101; 20111231;            465;     50.5467;   12.2863; Treuen                                ;Sachsen
07330; 20051001; 20090930;            159;     51.4633;    7.9780; Arnsberg-Neheim                       ;Nordrhein-Westfalen
07331; 20050901; 20111231;            467;     48.6099;   10.2674; Hermaringen-Allewind                  ;Baden-Württemberg
07343; 20060401; 20111231;            689;     50.6200;   13.4817; Deutschneudorf-Brüderwiese            ;Sachsen
07350; 20060801; 20111231;            585;     49.1088;   12.8231; Prackenbach-Neuhäusl                  ;Bayern
07364; 20070101; 20111231;             74;     51.6818;   12.3053; Jeßnitz                               ;Sachsen-Anhalt
07373; 20060301; 20111231;              3;     53.5984;    6.7024; Borkum-Flugplatz                      ;Niedersachsen
07389; 20061201; 20111231;             83;     52.7461;   13.8427; Heckelberg                            ;Brandenburg
07419; 20061201; 20111231;            389;     50.6610;   12.0756; Langenwetzendorf-Göttendorf           ;Thüringen
07420; 20070401; 20111231;            246;     51.1044;   11.7112; Naumburg/Saale-Kreipitzsch            ;Sachsen-Anhalt
07424; 20061201; 20111231;            457;     47.7724;   12.9073; Piding                                ;Bayern
07427; 20070901; 20111231;             17;     54.0188;    9.9255; Padenstedt (Pony-Park)                ;Schleswig-Holstein
07428; 20070501; 20111231;            397;     50.4167;   10.8156; Veilsdorf                             ;Thüringen
07431; 20071101; 20111231;            604;     48.0130;   11.5524; Oberhaching-Laufzorn                  ;Bayern
07432; 20070501; 20111231;             72;     52.6423;   10.6627; Wittingen-Vorhop                      ;Niedersachsen
13670; 20070601; 20111231;             24;     51.5088;    6.7018; Duisburg-Baerl                        ;Nordrhein-Westfalen
13675; 20071101; 20111231;             75;     52.0818;    9.4077; Hameln-Hastenbeck                     ;Niedersachsen
13696; 20071201; 20111231;             60;     51.5966;    7.4048; Waltrop-Abdinghof                     ;Nordrhein-Westfalen
13700; 20080501; 20111231;            203;     51.3329;    7.3412; Gevelsberg-Oberbröking                ;Nordrhein-Westfalen
13710; 20080401; 20111231;            490;     48.5734;   12.2576; Landshut-Reithof                      ;Bayern
13711; 20071201; 20111231;            289;     50.6820;   11.5150; Krölpa-Rockendorf                     ;Thüringen
13713; 20071101; 20111231;            386;     51.0899;    7.6289; Meinerzhagen-Redlendorf               ;Nordrhein-Westfalen
13777; 20080601; 20111231;            110;     52.2467;   10.9592; Helmstedt-Emmerstedt                  ;Niedersachsen
13876; 19220101; 19450131;            755;     50.7667;   13.7333; Altenberg-Raupennest                  ;Sachsen
13886; 19370401; 19420930;            250;     50.7000;   11.6000; Pößneck                               ;Thüringen
14311; 19610101; 20051231;            530;     50.1500;    6.5528; Hersdorf-Weißenseifen                 ;Rheinland-Pfalz
15000; 20110401; 20181221;            231;     50.7983;    6.0244; Aachen-Orsbach                        ;Nordrhein-Westfalen
15526; 18910101; 19351231;             29;     53.5467;    9.9716; Hamburg (Deutsche Seewarte)           ;Hamburg
15926; 19510101; 19551020;            370;     49.3410;   12.1330; Fronberg (Schwandorf)                 ;Bayern
15951; 19760401; 20040831;            280;     49.2121;    7.5882; Pirmasens (Kläranlage)                ;Rheinland-Pfalz
15963; 19540101; 20041130;             40;     51.3258;    6.5089; St. Tönis                             ;Nordrhein-Westfalen
15964; 18870701; 19550710;             45;     51.3300;    6.5600; Krefeld-Mitte                         ;Nordrhein-Westfalen
15965; 19690501; 19840831;            350;     50.3102;    9.7838; Brückenau, Bad (Elisabethenhof)       ;Bayern
15979; 19510101; 19790331;            426;     49.9311;    7.5153; Sargenroth                            ;Rheinland-Pfalz
16085; 19600701; 19611231;              8;     53.5874;    8.6011; Leherheide                            ;Bremen
19087; 19570501; 19951130;            645;     48.8049;   13.5528; Freyung vorm Wald                     ;Bayern
19318; 19461101; 19781231;            292;     50.7180;   10.4310; Schmalkalden                          ;Thüringen
19364; 19371201; 19441231;            720;     50.6167;   10.8167; Schmiedefeld/Rennsteig                ;Thüringen
19378; 19580101; 19771231;            505;     50.8333;   10.5833; Finsterbergen                         ;Thüringen
19433; 19380401; 19611231;            316;     50.8188;   10.3443; Liebenstein, Bad                      ;Thüringen
19510; 19500101; 19701231;            159;     51.1000;   12.3300; Lucka                                 ;Thüringen
